detuning_khz,sample,t_ns,t_bin_ns,diag_re,diag_im,diag_re0,diag_re_over_diag_re0,phase_rad,phase_deg
50,1,50,50,9990870,-18,10000000,0.999087,-1.80164490179e-06,-0.000103226649054
50,1,60,60,9990157,-35,10000000,0.9990157,-3.50344844429e-06,-0.000200732809599
50,1,70,70,9990544,31,10000000,0.9990544,3.10293413451e-06,0.000177785030014
50,1,80,80,9990833,54,10000000,0.9990833,5.40495472194e-06,0.000309681094027
50,1,90,90,9988608,-36,10000000,0.9988608,-3.60410579731e-06,-0.000206500051104
50,1,100,100,9984358,-27,10000000,0.9984358,-2.70422995649e-06,-0.00015494096334
50,1,110,110,9985186,59,10000000,0.9985186,5.90875322696e-06,0.000338546622089
50,1,120,120,9984968,87,10000000,0.9984968,8.71309752798e-06,0.000499223714839
50,1,130,130,9983598,70,10000000,0.9983598,7.01150026262e-06,0.000401729373103
50,1,140,140,9980170,12,10000000,0.998017,1.20238432812e-06,6.88915473541e-05
50,1,150,150,9976617,-60,10000000,0.9976617,-6.0140626827e-06,-0.000344580409446
50,1,160,160,9972823,220,10000000,0.9972823,2.20599523289e-05,0.0012639421647
50,1,170,170,9969153,135,10000000,0.9969153,1.35417723042e-05,0.000775886400158
50,1,180,180,9964538,358,10000000,0.9964538,3.59274057509e-05,0.00205848871838
50,1,189.998454708,190,9954165,523,10000000,0.9954165,5.2540820804e-05,0.00301036728422
50,1,200,200,9952253,813,10000000,0.9952253,8.16900452783e-05,0.00468049482268
50,1,210,210,9944536,595,10000000,0.9944536,5.98318513091e-05,0.00342811256047
50,1,220,220,9952517,380,10000000,0.9952517,3.81812962304e-05,0.00218762713034
50,1,230,230,9963994,266,10000000,0.9963994,2.66961220507e-05,0.00152957512287
50,1,240,240,9970561,296,10000000,0.9970561,2.96873967185e-05,0.0017009625367
50,1,250,250,9972421,89,10000000,0.9972421,8.92461319048e-06,0.000511342669601
50,1,260,260,9971271,580,10000000,0.9971271,5.81671082198e-05,0.00333272980747
50,1,269.997895233,270,9969761,485,10000000,0.9969761,4.86471039393e-05,0.00278727374126
50,1,280,280,9972563,458,10000000,0.9972563,4.59260071536e-05,0.00263136637979
50,1,290,290,9974035,851,10000000,0.9974035,8.53215371647e-05,0.00488856398111
50,1,300,300,9981129,1134,10000000,0.9981129,0.000113614401249,0.00650962568345
50,2,0,0,10000000,0,10000000,1,0,0
50,2,10,10,9999870,0,10000000,0.999987,0,0
50,2,20,20,9990161,-20,10000000,0.9990161,-2.00196973802e-06,-0.000114704416702
50,2,30,30,9990910,-50,10000000,0.999091,-5.00454913512e-06,-0.000286739543808
50,2,40,40,9990435,-85,10000000,0.9990435,-8.50813803382e-06,-0.000487480400853
50,2,50,50,9990732,-25,10000000,0.9990732,-2.50231914938e-06,-0.000143372326254
50,2,60,60,9991357,21,10000000,0.9991357,2.10181660008e-06,0.000120425220495
50,2,70,70,9990662,25,10000000,0.9990662,2.50233668199e-06,0.000143373330799
50,2,80,80,9990682,76,10000000,0.9990682,7.60708828472e-06,0.000435854053098
50,2,90,90,9988449,-43,10000000,0.9988449,-4.30497267391e-06,-0.000246656765134
50,2,100,100,9984535,-339,10000000,0.9984535,-3.39525075399e-05,-0.00194533538592
50,2,110,110,9985229,-262,10000000,0.9985229,-2.62387572623e-05,-0.0015033700508
50,2,120,120,9984743,-426,10000000,0.9984743,-4.26650941082e-05,-0.00244452982493
50,2,130,130,9982796,-557,10000000,0.9982796,-5.57959913657e-05,-0.00319687481901
50,2,140,140,9979973,-673,10000000,0.9979973,-6.74350520768e-05,-0.00386374387524
50,2,150,150,9976398,-457,10000000,0.9976398,-4.58081162841e-05,-0.00262461173052
50,2,160,160,9973059,-347,10000000,0.9973059,-3.4793737795e-05,-0.00199353432914
50,2,170,170,9969021,-391,10000000,0.9969021,-3.92215042781e-05,-0.00224722666129
50,2,180,180,9964263,-595,10000000,0.9964263,-5.97133976986e-05,-0.00342132566852
50,2,190,190,9958415,-340,10000000,0.9958415,-3.41419794082e-05,-0.00195619132431
50,2,200,200,9952443,-177,10000000,0.9952443,-1.77845781163e-05,-0.00101898126648
50,2,210,210,9944396,-266,10000000,0.9944396,-2.67487336523e-05,-0.00153258954559
50,2,220,220,9952753,-374,10000000,0.9952753,-3.75775425979e-05,-0.00215303459533
50,2,230,230,9963959,-376,10000000,0.9963959,-3.77360043153e-05,-0.00216211378295
50,2,240,240,9970267,-281,10000000,0.9970267,-2.81837988818e-05,-0.00161481272657
50,2,250,250,9972607,-110,10000000,0.9972607,-1.10302150677e-05,-0.0006319847705
50,2,260,260,9972687,239,10000000,0.9972687,2.39654568477e-05,0.00137311953148
50,2,270,270,9973766,-18,10000000,0.9973766,-1.80473454059e-06,-0.000103403672317
50,2,280,280,9973257,-339,10000000,0.9973257,-3.39909018558e-05,-0.00194753521818
50,2,290,290,9974897,-571,10000000,0.9974897,-5.72436987947e-05,-0.00327982234466
50,2,299.999987165,300,9979014,-436,10000000,0.9979014,-4.36916913557e-05,-0.00250334951447
50,3,0,0,10000000,0,10000000,1,0,0
50,3,10,10,9999868,0,10000000,0.9999868,0,0
50,3,20,20,9989147,-4,10000000,0.9989147,-4.00434591662e-07,-2.29432120733e-05
50,3,30,30,9989974,-30,10000000,0.9989974,-3.00301081864e-06,-0.00017205984574
50,3,40,40,9990620,-48,10000000,0.999062,-4.80450662718e-06,-0.00027527795238
50,3,50,50,9990652,-21,10000000,0.9990652,-2.1019649168e-06,-0.000120433718417
50,3,60,60,9990127,-31,10000000,0.9990127,-3.10306365474e-06,-0.000177792450977
50,3,70,70,9990238,63,10000000,0.9990238,6.30615606947e-06,0.000361316127732
50,3,80,80,9990583,64,10000000,0.9990583,6.40603256077e-06,0.000367038629156
50,3,90,90,9988260,242,10000000,0.998826,2.42284441887e-05,0.00138818759618
50,3,100,100,9984781,315,10000000,0.9984781,3.15480129104e-05,0.00180756799179
50,3,110,110,9985392,260,10000000,0.9985392,2.60380363576e-05,0.0014918695901
50,3,119.999675287,120,9984023,387,10000000,0.9984023,3.8761929916e-05,0.00222089498997
50,3,130,130,9983985,303,10000000,0.9983985,3.03486032788e-05,0.00173884688199
50,3,140,140,9980790,296,10000000,0.998079,2.96569710327e-05,0.00169921927331
50,3,150,150,9977270,596,10000000,0.997727,5.97357793556e-05,0.003422608043
50,3,160,160,9972857,703,10000000,0.9972857,7.04913345128e-05,0.00403885595983
50,3,170,170,9969245,316,10000000,0.9969245,3.16974856064e-05,0.00181613214642
50,3,180,180,9965190,271,10000000,0.996519,2.71946646209e-05,0.00155813950805
50,3,190,190,9960140,342,10000000,0.996014,3.43368667374e-05,0.00196735754575
50,3,200,200,9952937,84,10000000,0.9952937,8.43971985335e-06,0.00048356032787
50,3,209.995697521,210,9938460,89,10000000,0.993846,8.95510974513e-06,0.000513089993473
50,3,220,220,9952350,-299,10000000,0.995235,-3.00431556276e-05,-0.00172134602071
50,3,230,230,9963263,-497,10000000,0.9963263,-4.98832560766e-05,-0.00285810004156
50,3,240,240,9969873,-374,10000000,0.9969873,-3.75130154441e-05,-0.00214933746176
50,3,250,250,9972021,-377,10000000,0.9972021,-3.78057767648e-05,-0.00216611144984
50,3,260,260,9971931,-342,10000000,0.9971931,-3.42962661761e-05,-0.00196503130495
50,3,270,270,9973331,-468,10000000,0.9973331,-4.69251446339e-05,-0.00268861274056
50,3,280,280,9972146,-447,10000000,0.9972146,-4.48248551215e-05,-0.00256827501575
50,3,290,290,9974581,-686,10000000,0.9974581,-6.87748186032e-05,-0.00394050684274
50,3,299.99705067,300,9979390,-460,10000000,0.997939,-4.60950017661e-05,-0.00264104905784
50,4,0,0,10000000,0,10000000,1,0,0
50,4,10,10,9999868,0,10000000,0.9999868,0,0
50,4,20,20,9989147,-4,10000000,0.9989147,-4.00434591662e-07,-2.29432120733e-05
50,4,30,30,9989974,-30,10000000,0.9989974,-3.00301081864e-06,-0.00017205984574
50,4,40,40,9990620,-48,10000000,0.999062,-4.80450662718e-06,-0.00027527795238
50,4,50,50,9990652,-21,10000000,0.9990652,-2.1019649168e-06,-0.000120433718417
50,4,60,60,9990127,-31,10000000,0.9990127,-3.10306365474e-06,-0.000177792450977
50,4,70,70,9990238,63,10000000,0.9990238,6.30615606947e-06,0.000361316127732
50,4,80,80,9990583,64,10000000,0.9990583,6.40603256077e-06,0.000367038629156
50,4,90,90,9988260,242,10000000,0.998826,2.42284441887e-05,0.00138818759618
50,4,100,100,9984781,315,10000000,0.9984781,3.15480129104e-05,0.00180756799179
50,4,110,110,9985392,260,10000000,0.9985392,2.60380363576e-05,0.0014918695901
50,4,119.999675287,120,9984023,387,10000000,0.9984023,3.8761929916e-05,0.00222089498997
50,4,130,130,9983985,303,10000000,0.9983985,3.03486032788e-05,0.00173884688199
50,4,140,140,9980790,296,10000000,0.998079,2.96569710327e-05,0.00169921927331
50,4,150,150,9977270,596,10000000,0.997727,5.97357793556e-05,0.003422608043
50,4,160,160,9972857,703,10000000,0.9972857,7.04913345128e-05,0.00403885595983
50,4,170,170,9969245,316,10000000,0.9969245,3.16974856064e-05,0.00181613214642
50,4,180,180,9965190,271,10000000,0.996519,2.71946646209e-05,0.00155813950805
50,4,190,190,9960140,342,10000000,0.996014,3.43368667374e-05,0.00196735754575
50,4,200,200,9952937,84,10000000,0.9952937,8.43971985335e-06,0.00048356032787
50,4,209.995697521,210,9938460,89,10000000,0.993846,8.95510974513e-06,0.000513089993473
50,4,220,220,9952350,-299,10000000,0.995235,-3.00431556276e-05,-0.00172134602071
50,4,230,230,9963263,-497,10000000,0.9963263,-4.98832560766e-05,-0.00285810004156
50,4,240,240,9969873,-374,10000000,0.9969873,-3.75130154441e-05,-0.00214933746176
50,4,250,250,9972021,-377,10000000,0.9972021,-3.78057767648e-05,-0.00216611144984
50,4,260,260,9971931,-342,10000000,0.9971931,-3.42962661761e-05,-0.00196503130495
50,4,270,270,9973331,-468,10000000,0.9973331,-4.69251446339e-05,-0.00268861274056
50,4,280,280,9972146,-447,10000000,0.9972146,-4.48248551215e-05,-0.00256827501575
50,4,290,290,9974581,-686,10000000,0.9974581,-6.87748186032e-05,-0.00394050684274
50,4,299.99705067,300,9979390,-460,10000000,0.997939,-4.60950017661e-05,-0.00264104905784
50,5,0,0,10000000,0,10000000,1,0,0
50,5,10,10,9999860,-1,10000000,0.999986,-1.0000140002e-07,-5.72965816652e-06
50,5,20,20,9989061,-7,10000000,0.9989061,-7.00766568549e-07,-4.01509668017e-05
50,5,30,30,9990332,-16,10000000,0.9990332,-1.60154837697e-06,-9.17619626864e-05
50,5,40,40,9990522,-30,10000000,0.9990522,-3.00284609752e-06,-0.000172050407915
50,5,50,50,9990275,-19,10000000,0.9990275,-1.90184954868e-06,-0.000108967952408
50,5,60,60,9990568,-44,10000000,0.9990568,-4.40415399802e-06,-0.000252339436412
50,5,70,70,9990954,-32,10000000,0.9990954,-3.20289734092e-06,-0.000183512499849
50,5,80,80,9990072,-60,10000000,0.9990072,-6.00596271972e-06,-0.000344116315753
50,5,90,90,9987663,23,10000000,0.9987663,2.30284101496e-06,0.000131943071047
50,5,100,100,9983935,-59,10000000,0.9983935,-5.9094936014e-06,-0.00033858904242
50,5,110,110,9984906,45,10000000,0.9984906,4.50680256777e-06,0.000258220766232
50,5,119.996445203,120,9983445,-17,10000000,0.9983445,-1.70281901688e-06,-9.75643429419e-05
50,5,130,130,9983177,-188,10000000,0.9983177,-1.88316805339e-05,-0.00107897581573
50,5,140,140,9980027,-27,10000000,0.9980027,-2.70540350241e-06,-0.000155008202568
50,5,150,150,9976528,16,10000000,0.9976528,1.60376435569e-06,9.18889289148e-05
50,5,160,160,9972660,32,10000000,0.997266,3.20877278478e-06,0.000183849137984
50,5,170,170,9969321,122,10000000,0.9969321,1.22375435593e-05,0.000701159597554
50,5,180,180,9965114,229,10000000,0.9965114,2.29801686122e-05,0.00131666667398
50,5,190,190,9959263,194,10000000,0.9959263,1.9479353038e-05,0.00111608471672
50,5,200,200,9952653,509,10000000,0.9952653,5.11421426585e-05,0.00293022892959
50,5,210,210,9944779,235,10000000,0.9944779,2.3630489924e-05,0.00135392734047
50,5,220,220,9952647,66,10000000,0.9952647,6.63140167626e-06,0.000379951328306
50,5,229.999699485,230,9959579,342,10000000,0.9959579,3.43388008535e-05,0.00196746836245
50,5,240,240,9969927,285,10000000,0.9969927,2.85859665695e-05,0.00163785523773
50,5,250,250,9972147,185,10000000,0.9972147,1.85516719698e-05,0.00106293250678
50,5,260,260,9972134,102,10000000,0.9972134,1.02285027454e-05,0.000586050038049
50,5,270,270,9973229,325,10000000,0.9973229,3.25872392868e-05,0.00186711127712
50,5,280,280,9973278,506,10000000,0.9973278,5.07355755616e-05,0.00290693435085
50,5,289.997960587,290,9971853,487,10000000,0.9971853,4.88374627677e-05,0.00279818049872
50,5,300,300,9981289,514,10000000,0.9981289,5.1496354784e-05,0.00295052378943
