detuning_khz,t_ns,n_samples,diag_re_over_diag_re0_mean,diag_re_over_diag_re0_bootstrap_se,diag_re_over_diag_re0_bootstrap_lo_68,diag_re_over_diag_re0_bootstrap_hi_68,diag_re_over_diag_re0_bootstrap_lo_95,diag_re_over_diag_re0_bootstrap_hi_95,phase_rad_mean,phase_rad_bootstrap_se,phase_rad_bootstrap_lo_68,phase_rad_bootstrap_hi_68,phase_rad_bootstrap_lo_95,phase_rad_bootstrap_hi_95,phase_deg_mean,phase_deg_bootstrap_se,phase_deg_bootstrap_lo_68,phase_deg_bootstrap_hi_68,phase_deg_bootstrap_lo_95,phase_deg_bootstrap_hi_95
50,60,5,0.99904672,2.12599377983e-05,0.99902272,0.99907072,0.9990133,0.99909532,-2.40238263034e-06,1.02951701843e-06,-3.52343563921e-06,-1.28132962147e-06,-3.88371786071e-06,-6.02124597545e-08,-0.000137646385494,5.89869800927e-05,-0.000201877991513,-7.34147794751e-05,-0.000222520642238,-3.44991981804e-06
50,70,5,0.99905272,1.21326429243e-05,0.9990384,0.999066402153,0.99902992,0.99907552,3.0029371229e-06,1.55711128926e-06,1.22124593133e-06,4.78462831448e-06,-1.60039854262e-07,5.66551168248e-06,0.000172055623286,8.92159051069e-05,6.99722376126e-05,0.000274139008958,-9.16960820311e-06,0.000324609908188
50,80,5,0.99905506,1.14591142597e-05,0.99904286,0.99906726,0.99902962,0.9990733,3.9636290817e-06,2.25136575388e-06,1.4812300256e-06,6.4460281378e-06,-1.04116460752e-06,6.92645042737e-06,0.000227099217937,0.000128993755838,8.48682289549e-05,0.000369330206918,-5.96543377893e-05,0.000396856376495
50,90,5,0.9988248,1.43203080551e-05,0.99880908,0.99883992,0.99879396,0.99884808,8.57013018424e-06,5.80997366656e-06,2.86344681171e-06,1.42768135568e-05,-2.7030631855e-06,1.9843323554e-05,0.000491032289435,0.000332886970176,0.000164063417171,0.000818001161698,-0.000154874112286,0.00113693869116
50,100,5,0.9984478,1.40893549595e-05,0.99843442,0.99846118,0.99841888,0.99847318,4.1059589446e-06,1.11395874407e-05,-8.35309241647e-06,1.72060630347e-05,-1.64856464478e-05,2.4697564337e-05,0.00023525411838,0.000638251345868,-0.000478596941346,0.000985834793922,-0.000944557964005,0.00141506620076
50,110,5,0.9985221,7.97613678432e-06,0.99851324,0.99853096,0.99850592,0.99853594,7.25057424953e-06,8.57295636612e-06,-2.92439434262e-06,1.74255428417e-05,-9.63428657232e-06,2.20121797315e-05,0.000415427303544,0.000491194217728,-0.000167555453464,0.000998410060553,-0.000552003959214,0.0012612049965
50,120,5,0.99842404,2.4573793334e-05,0.99839808,0.99845,0.99837918,0.9984734,8.37380884699e-06,1.34980836434e-05,-5.82841264889e-06,2.25760303429e-05,-1.81872342851e-05,3.27521634384e-05,0.000479783905382,0.000773383224281,-0.000333943446042,0.00129351125681,-0.00104205176555,0.00187656073494
50,130,5,0.99835082,2.07846905456e-05,0.99832716,0.9983746,0.99831088,0.99839076,-1.38379301587e-06,1.46303785192e-05,-1.63884859377e-05,1.31196843499e-05,-3.11742102705e-05,2.56811826756e-05,-7.92854995293e-05,0.000838258941827,-0.000938991076842,0.000751702541795,-0.00178615067815,0.00147142338022
50,140,5,0.998035,1.63250875255e-05,0.99801866,0.99805134,0.9980034,0.9980666,-1.92482583714e-06,1.58730134434e-05,-2.05616728929e-05,1.67120212186e-05,-3.507071774e-05,2.39660536918e-05,-0.000110284396766,0.000909456678463,-0.00117809707649,0.000957528282961,-0.002009404111,0.00137315372812
50,150,5,0.99768166,1.68490511593e-05,0.99766422,0.9976991,0.99764938,0.99771394,1.385062882e-05,1.82398609037e-05,-5.73458490024e-06,3.49594079479e-05,-2.04081187156e-05,4.81093763556e-05,0.000793582574989,0.00104506704869,-0.000328567512043,0.00200302652969,-0.0011692990702,0.00275646422018
50,160,5,0.99728512,5.67896471241e-06,0.9972804,0.99728984,0.99727388,0.99729714,2.62915312689e-05,1.81019300062e-05,7.32029112814e-06,4.73485457304e-05,-8.22199553831e-06,6.0805058076e-05,0.00150639377864,0.0010371641904,0.000419421786449,0.00271287183644,-0.00047108564352,0.0034838732008
