detuning_khz,t_ns,n_samples,diag_re_over_diag_re0_mean,diag_re_over_diag_re0_bootstrap_se,diag_re_over_diag_re0_bootstrap_lo_68,diag_re_over_diag_re0_bootstrap_hi_68,diag_re_over_diag_re0_bootstrap_lo_95,diag_re_over_diag_re0_bootstrap_hi_95,phase_rad_mean,phase_rad_bootstrap_se,phase_rad_bootstrap_lo_68,phase_rad_bootstrap_hi_68,phase_rad_bootstrap_lo_95,phase_rad_bootstrap_hi_95,phase_deg_mean,phase_deg_bootstrap_se,phase_deg_bootstrap_lo_68,phase_deg_bootstrap_hi_68,phase_deg_bootstrap_lo_95,phase_deg_bootstrap_hi_95
50,170,5,0.9969197,4.60056223253e-06,0.99691522,0.99692418,0.99691002,0.99692754,9.99055655964e-06,1.16326284173e-05,-3.93239566826e-06,2.39135087876e-05,-1.47458967337e-05,2.8066342946e-05,0.000572416725854,0.000666500512955,-0.000225309675167,0.00137014312688,-0.000844877647977,0.00160808299717
50,180,5,0.9964859,1.72353316803e-05,0.99646736,0.99650292,0.99645034,0.99651748,1.07167011812e-05,1.58637081449e-05,-6.66491128267e-06,2.80983136451e-05,-2.49501727708e-05,3.15914100971e-05,0.000614021747987,0.000908923524131,-0.000381871287326,0.0016099147833,-0.00142953959789,0.00181005446743
50,190,5,0.99584246,9.94792643705e-05,0.99573992,0.995945,0.995621,0.99599646,2.13103855817e-05,1.32581178022e-05,7.61461635262e-06,3.50061548108e-05,-6.75044094994e-06,4.22877364375e-05,0.00122099515363,0.000759634194353,0.000436285379616,0.00200570492764,-0.000386771776284,0.00242290882303
50,200,5,0.99526446,1.20859597275e-05,0.99525078,0.99527814,0.9952409,0.99528802,2.63854099054e-05,1.58348828643e-05,1.17353448204e-05,4.10354749904e-05,-2.0499993345e-06,6.09303996694e-05,0.0015117726283,0.000907271957211,0.000672385729342,0.00235115952727,-0.000117456309872,0.0034910547451
50,210,5,0.99421262,0.000134004308175,0.99408624,0.994339,0.99396472,0.99446052,1.49247654142e-05,1.2492619628e-05,1.81434106566e-06,2.79356861653e-05,-9.53212025752e-06,3.94811546835e-05,0.000855126068458,0.000715774379745,0.000103954085659,0.00160059691507,-0.000546150260567,0.00226210353367
50,220,5,0.99525234,7.16129114819e-06,0.99524428,0.9952604,0.99523834,0.99526634,-1.05702311893e-05,1.29022847473e-05,-2.42151215609e-05,3.07465918233e-06,-3.30569104157e-05,1.8226426948e-05,-0.000605629635623,0.000739246462095,-0.00138742426583,0.000176164994588,-0.00189402145056,0.00104429733972
50,230,5,0.99628116,7.36917025821e-05,0.99619356,0.99636806,0.99611918,0.99638408,-1.52935187129e-05,1.68823484247e-05,-3.21379300989e-05,1.55089267316e-06,-4.74538057244e-05,1.68667682986e-05,-0.000876254076152,0.000967287313003,-0.00184136775695,8.88596046496e-05,-0.00271890278984,0.000966394637536
50,240,5,0.99701002,1.22231963941e-05,0.99699734,0.99702378,0.99698838,0.99703646,-8.98729329639e-06,1.40071275806e-05,-2.24273757289e-05,4.45278913613e-06,-3.56471721316e-05,1.76725855388e-05,-0.000514933975129,0.000802549293469,-0.00128499397482,0.000255126024562,-0.00204243251472,0.00101256456446
50,250,5,0.99722434,1.04316874202e-05,0.99721382,0.99723606,0.99720462,0.99724526,-1.18330966874e-05,1.04015134616e-05,-2.31045864344e-05,-5.61606940485e-07,-3.24506644254e-05,8.78447105058e-06,-0.000677986498759,0.000595962821898,-0.00132379529008,-3.21777074351e-05,-0.00185928611397,0.000503313116453
50,260,5,0.99719908,2.03056115819e-05,0.9971799,0.99721826,0.99715756,0.99723846,4.75370709213e-06,1.58793881499e-05,-1.37389677871e-05,2.11817584614e-05,-2.53913123918e-05,3.48987265761e-05,0.000272367353421,0.00090982192224,-0.000787184869064,0.00121362536251,-0.00145481503635,0.00199954974319
50,270,5,0.99726836,6.58858648201e-05,0.99719696,0.99733976,0.9971189,0.99735716,-2.88413611644e-06,1.76596353832e-05,-2.19985858311e-05,1.62303135982e-05,-3.79010626152e-05,3.21327903823e-05,-0.000165248827013,0.0010118225752,-0.00126042612338,0.000929928469351,-0.00217157092691,0.00184107327289
50,280,5,0.9972678,2.258248857e-05,0.99724516,0.99729044,0.99722294,0.99731266,-5.39580587672e-06,1.97126848067e-05,-2.45078920133e-05,1.37162802599e-05,-4.26580644684e-05,3.18664527149e-05,-0.000309156903808,0.00112945364229,-0.00140419877713,0.000785884969511,-0.00244412705623,0.00182581324862
50,290,5,0.99739894,4.9363762518e-05,0.99734438,0.9974535,0.99728982,0.99747074,-1.21268672137e-05,2.94436993482e-05,-4.06399144056e-05,1.86924039399e-05,-6.64685946415e-05,4.72054511317e-05,-0.000694818310063,0.0016869997059,-0.00232849557522,0.00107099585471,-0.00380836994313,0.00270467311986
50,300,5,0.99800424,4.31047821839e-05,0.99796194,0.99804654,0.99792396,0.99808772,5.84581222896e-06,2.93629691038e-05,-2.56154062919e-05,3.77876928319e-05,-4.5614339684e-05,6.92489113528e-05,0.000334940368545,0.00168237420362,-0.00146765467104,0.00216507531681,-0.00261350914917,0.00396767035639
